run_dir,probe,manifest,embeddings,usable_flag,selection_metric,best_c,selected_threshold_from_validation,num_embedding_features,official_train_final_fit,official_test,test_roc_auc,test_average_precision,test_balanced_accuracy,test_accuracy,test_precision,test_recall_sensitivity,test_specificity,test_f1,test_tn,test_fp,test_fn,test_tp,test_roc_auc_0p5,test_average_precision_0p5,test_balanced_accuracy_0p5
Benchmarking/outputs/probes/medsiglip_expert_roi_phase2_minus_phase0_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/medsiglip/expert_roi_phase2_minus_phase0/patient_embeddings.csv,usable_for_expert_roi_benchmark,average_precision,0.001,0.55,1152.0,1185,306,0.6213842192942602,0.4033640948450224,0.5650461911252461,0.6601307189542484,0.4225352112676056,0.3225806451612903,0.8075117370892019,0.36585365853658536,172,41,63,30,0.6213842192942602,0.4033640948450224,0.6071482659397244
Benchmarking/outputs/probes/medsiglip_expert_roi_selected_fusion_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/medsiglip/expert_roi_selected_fusion/patient_embeddings.csv,usable_for_expert_roi_benchmark,average_precision,0.003,0.554,2304.0,1185,306,0.618708667777273,0.40372842749450594,0.5778434045131001,0.6568627450980392,0.4268292682926829,0.3763440860215054,0.7793427230046949,0.4,166,47,58,35,0.618708667777273,0.40372842749450594,0.5856428895956384
Benchmarking/outputs/probes/medsiglip_whole_all_dce_fusion_image_clinical_logreg,image_clinical_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/medsiglip/whole_all_dce_fusion/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,0.01,0.166,8064.0,1185,306,0.6385986167903478,0.4258362840088211,0.6212327729819779,0.5359477124183006,0.3804878048780488,0.8387096774193549,0.40375586854460094,0.5234899328859061,86,127,15,78,0.6385986167903478,0.4258362840088211,0.5798879297289111
Benchmarking/outputs/probes/medsiglip_whole_all_dce_fusion_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/medsiglip/whole_all_dce_fusion/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,0.001,0.47200000000000003,8064.0,1185,306,0.5474784189004998,0.3685709888357671,0.5195365742844161,0.5588235294117647,0.325,0.41935483870967744,0.6197183098591549,0.36619718309859156,132,81,54,39,0.5474784189004998,0.3685709888357671,0.5168105406633349
Benchmarking/outputs/probes/medsiglip_whole_last_phase_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/medsiglip/whole_last_phase/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,0.1,0.17200000000000001,1152.0,1185,306,0.5929627946892827,0.37777630014772573,0.5461154020899591,0.43137254901960786,0.3291139240506329,0.8387096774193549,0.2535211267605634,0.4727272727272727,54,159,15,78,0.5929627946892827,0.37777630014772573,0.5591397849462365
Benchmarking/outputs/probes/medsiglip_whole_last_phase_minus_phase0_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/medsiglip/whole_last_phase_minus_phase0/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,0.003,0.396,1152.0,1185,306,0.5605028017567772,0.3466346267238883,0.5422535211267605,0.4934640522875817,0.3333333333333333,0.6666666666666666,0.41784037558685444,0.4444444444444444,89,124,31,62,0.5605028017567772,0.3466346267238883,0.540966227472361
Benchmarking/outputs/probes/medsiglip_whole_phase0_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/medsiglip/whole_phase0/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,0.3,0.582,1152.0,1185,306,0.5406128527437024,0.3305397482970978,0.540966227472361,0.6013071895424836,0.3564356435643564,0.3870967741935484,0.6948356807511737,0.3711340206185567,148,65,57,36,0.5406128527437024,0.3305397482970978,0.5064364682719975
Benchmarking/outputs/probes/medsiglip_whole_phase1_image_clinical_logreg,image_clinical_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/medsiglip/whole_phase1/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,0.003,0.5640000000000001,1152.0,1185,306,0.7055378868191227,0.4833656268332964,0.5794335907920642,0.6928104575163399,0.4909090909090909,0.2903225806451613,0.8685446009389671,0.36486486486486486,185,28,66,27,0.7055378868191227,0.4833656268332964,0.6467514766015448
Benchmarking/outputs/probes/medsiglip_whole_phase1_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/medsiglip/whole_phase1/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,10.0,0.998,1152.0,1185,306,0.542985511636125,0.36591438138091714,0.5330152960775405,0.6830065359477124,0.4375,0.15053763440860216,0.9154929577464789,0.224,195,18,79,14,0.542985511636125,0.36591438138091714,0.5184764500984401
Benchmarking/outputs/probes/medsiglip_whole_phase1_minus_phase0_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/medsiglip/whole_phase1_minus_phase0/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,0.03,0.31,1152.0,1185,306,0.5869049421979908,0.362774383527202,0.5617143722550355,0.5163398692810458,0.34806629834254144,0.6774193548387096,0.4460093896713615,0.45985401459854014,95,118,30,63,0.5869049421979908,0.362774383527202,0.5832954717552628
Benchmarking/outputs/probes/medsiglip_whole_phase2_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/medsiglip/whole_phase2/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,0.3,0.756,1152.0,1185,306,0.5902367610682013,0.3894422081938275,0.5421777979706195,0.6535947712418301,0.39344262295081966,0.25806451612903225,0.8262910798122066,0.3116883116883117,176,37,69,24,0.5902367610682013,0.3894422081938275,0.5839769801605331
Benchmarking/outputs/probes/medsiglip_whole_phase2_minus_phase0_image_clinical_logreg,image_clinical_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/medsiglip/whole_phase2_minus_phase0/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,0.03,0.442,1152.0,1185,306,0.6989247311827957,0.48192059528853526,0.6316825685294563,0.6601307189542484,0.45217391304347826,0.5591397849462365,0.704225352112676,0.5,150,63,41,52,0.6989247311827957,0.48192059528853526,0.6369831894593367
Benchmarking/outputs/probes/medsiglip_whole_phase2_minus_phase0_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/medsiglip/whole_phase2_minus_phase0/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,3.0,0.812,1152.0,1185,306,0.584936140138321,0.39043071191810513,0.54354081478116,0.6470588235294118,0.3880597014925373,0.27956989247311825,0.8075117370892019,0.325,172,41,67,26,0.584936140138321,0.39043071191810513,0.5365742844161745
Benchmarking/outputs/probes/medsiglip_whole_raw_phases_fusion_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/medsiglip/whole_raw_phases_fusion/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,0.001,0.51,4608.0,1185,306,0.5455096168408299,0.3713336871579309,0.5292291382704831,0.5849673202614379,0.33962264150943394,0.3870967741935484,0.6713615023474179,0.36180904522613067,143,70,57,36,0.5455096168408299,0.3713336871579309,0.5275632288353779
Benchmarking/outputs/probes/medsiglip_whole_subtractions_fusion_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/medsiglip/whole_subtractions_fusion/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,0.001,0.434,3456.0,1185,306,0.5650461911252461,0.3469947350349137,0.5548992882023323,0.5490196078431373,0.3509933774834437,0.5698924731182796,0.539906103286385,0.4344262295081967,115,98,40,53,0.5650461911252461,0.3469947350349137,0.521505376344086
Benchmarking/outputs/probes/pillar0_breastmri_whole_phase0_phase1_last_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/pillar0_breastmri/whole_phase0_phase1_last/patient_embeddings.csv,usable_for_multiphase_or_subtraction_benchmark,average_precision,10.0,0.004,1152.0,1185,306,0.525619667827755,0.35671271649107494,0.5227169468423444,0.5,0.32142857142857145,0.5806451612903226,0.4647887323943662,0.41379310344827586,99,114,39,54,0.525619667827755,0.35671271649107494,0.49030743601393306
Benchmarking/outputs/probes/pillar0_breastmri_whole_phase0_phase1_phase2_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/pillar0_breastmri/whole_phase0_phase1_phase2/patient_embeddings.csv,usable_for_multiphase_or_subtraction_benchmark,average_precision,0.01,0.356,1152.0,1185,306,0.5424302084910899,0.36627769527998194,0.530743601393306,0.5196078431372549,0.3291139240506329,0.5591397849462365,0.5023474178403756,0.41434262948207173,107,106,41,52,0.5424302084910899,0.36627769527998194,0.5550507345146145
Benchmarking/outputs/probes/pillar0_breastmri_whole_phase0_phase2_last_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/pillar0_breastmri/whole_phase0_phase2_last/patient_embeddings.csv,usable_for_multiphase_or_subtraction_benchmark,average_precision,10.0,0.008,1152.0,1185,306,0.5455096168408299,0.3577990724703412,0.5274117825230956,0.5065359477124183,0.3253012048192771,0.5806451612903226,0.47417840375586856,0.416988416988417,101,112,39,54,0.5455096168408299,0.3577990724703412,0.5090867787369378
Benchmarking/outputs/probes/pillar0_breastmri_whole_subtractions_phase1_phase2_last_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/pillar0_breastmri/whole_subtractions_phase1_phase2_last/patient_embeddings.csv,usable_for_multiphase_or_subtraction_benchmark,average_precision,10.0,0.116,1152.0,1185,306,0.486193144530264,0.3180820061626761,0.4940178706648493,0.5359477124183006,0.2975206611570248,0.3870967741935484,0.6009389671361502,0.3364485981308411,128,85,57,36,0.486193144530264,0.3180820061626761,0.47379978797516287
Benchmarking/outputs/probes/radiodino_expert_roi_phase1_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/radiodino/expert_roi_phase1/patient_embeddings.csv,usable_for_expert_roi_benchmark,average_precision,0.003,0.428,384.0,1185,306,0.5457115452572063,0.37590359898977,0.5220354384370741,0.5032679738562091,0.3212121212121212,0.5698924731182796,0.47417840375586856,0.4108527131782946,101,112,40,53,0.5457115452572063,0.37590359898977,0.533242465545964
Benchmarking/outputs/probes/radiodino_expert_roi_phase2_minus_phase0_image_clinical_logreg,image_clinical_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/radiodino/expert_roi_phase2_minus_phase0/patient_embeddings.csv,usable_for_expert_roi_benchmark,average_precision,0.003,0.5,384.0,1185,306,0.7060931899641578,0.5005498013682728,0.6383462062698773,0.6862745098039216,0.48484848484848486,0.5161290322580645,0.7605633802816901,0.5,162,51,45,48,0.7060931899641578,0.5005498013682728,0.6383462062698773
Benchmarking/outputs/probes/radiodino_expert_roi_phase2_minus_phase0_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/radiodino/expert_roi_phase2_minus_phase0/patient_embeddings.csv,usable_for_expert_roi_benchmark,average_precision,0.001,0.47600000000000003,384.0,1185,306,0.5730728456762078,0.3870210360841036,0.5535362713917915,0.5555555555555556,0.35172413793103446,0.5483870967741935,0.5586854460093896,0.42857142857142855,119,94,42,51,0.5730728456762078,0.3870210360841036,0.5359684991670453
Benchmarking/outputs/probes/radiodino_expert_roi_selected_fusion_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/radiodino/expert_roi_selected_fusion/patient_embeddings.csv,usable_for_expert_roi_benchmark,average_precision,0.001,0.47600000000000003,768.0,1185,306,0.5557070018678378,0.36359274114313345,0.5356656065424806,0.5686274509803921,0.34146341463414637,0.45161290322580644,0.6197183098591549,0.3888888888888889,132,81,51,42,0.5557070018678378,0.36359274114313345,0.5080266545509616
Benchmarking/outputs/probes/radiodino_whole_all_dce_fusion_image_clinical_logreg,image_clinical_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/radiodino/whole_all_dce_fusion/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,0.01,0.308,2688.0,1185,306,0.6144681710333686,0.4053459136445118,0.602301983946691,0.5686274509803921,0.38323353293413176,0.6881720430107527,0.5164319248826291,0.49230769230769234,110,103,29,64,0.6144681710333686,0.4053459136445118,0.5768590034832652
Benchmarking/outputs/probes/radiodino_whole_all_dce_fusion_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/radiodino/whole_all_dce_fusion/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,0.001,0.398,2688.0,1185,306,0.5483366146700995,0.350849337547167,0.5415720127214902,0.49673202614379086,0.3333333333333333,0.6559139784946236,0.4272300469483568,0.4420289855072464,91,122,32,61,0.5483366146700995,0.350849337547167,0.5339239739512343
Benchmarking/outputs/probes/radiodino_whole_last_phase_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/radiodino/whole_last_phase/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,10.0,0.024,384.0,1185,306,0.4673633197031653,0.2840988257172545,0.501514463122823,0.369281045751634,0.3046875,0.8387096774193549,0.1643192488262911,0.4469914040114613,35,178,15,78,0.4673633197031653,0.2840988257172545,0.44328335605028013
Benchmarking/outputs/probes/radiodino_whole_last_phase_minus_phase0_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/radiodino/whole_last_phase_minus_phase0/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,0.001,0.522,384.0,1185,306,0.5295067898430007,0.32171460556614995,0.5442980463425715,0.6143790849673203,0.3655913978494624,0.3655913978494624,0.7230046948356808,0.3655913978494624,154,59,59,34,0.5295067898430007,0.32171460556614995,0.527638951991519
Benchmarking/outputs/probes/radiodino_whole_phase0_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/radiodino/whole_phase0/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,0.003,0.5740000000000001,384.0,1185,306,0.5366752486243627,0.34290520968474325,0.5146145691352415,0.6405228758169934,0.33962264150943394,0.1935483870967742,0.8356807511737089,0.2465753424657534,178,35,75,18,0.5366752486243627,0.34290520968474325,0.503028926245646
Benchmarking/outputs/probes/radiodino_whole_phase1_image_clinical_logreg,image_clinical_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/radiodino/whole_phase1/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,1.0,0.312,384.0,1185,306,0.6399111514967943,0.40688233367191384,0.5924579736483417,0.6013071895424836,0.3925925925925926,0.5698924731182796,0.6150234741784038,0.4649122807017544,131,82,40,53,0.6399111514967943,0.40688233367191384,0.5896562168711191
Benchmarking/outputs/probes/radiodino_whole_phase1_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/radiodino/whole_phase1/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,0.003,0.548,384.0,1185,306,0.5466202231309001,0.36434412180685916,0.5283961835529305,0.6470588235294118,0.3684210526315789,0.22580645161290322,0.8309859154929577,0.28,177,36,72,21,0.5466202231309001,0.36434412180685916,0.5006815084052704
Benchmarking/outputs/probes/radiodino_whole_phase1_minus_phase0_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/radiodino/whole_phase1_minus_phase0/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,0.1,0.41200000000000003,384.0,1185,306,0.5283457014488364,0.3526880587670031,0.512267151294866,0.5065359477124183,0.3141025641025641,0.5268817204301075,0.49765258215962443,0.39357429718875503,106,107,44,49,0.5283457014488364,0.3526880587670031,0.5309707708617295
Benchmarking/outputs/probes/radiodino_whole_phase2_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/radiodino/whole_phase2/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,10.0,0.006,384.0,1185,306,0.4886162855267807,0.2959286366895908,0.4878085718612752,0.3333333333333333,0.29818181818181816,0.8817204301075269,0.09389671361502347,0.44565217391304346,20,193,11,82,0.4886162855267807,0.2959286366895908,0.5195365742844161
Benchmarking/outputs/probes/radiodino_whole_phase2_minus_phase0_image_clinical_logreg,image_clinical_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/radiodino/whole_phase2_minus_phase0/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,0.03,0.602,384.0,1185,306,0.7006411227219951,0.47501354076559815,0.6221414508556716,0.7058823529411765,0.5205479452054794,0.40860215053763443,0.8356807511737089,0.4578313253012048,178,35,55,38,0.7006411227219951,0.47501354076559815,0.644782674541875
Benchmarking/outputs/probes/radiodino_whole_phase2_minus_phase0_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/radiodino/whole_phase2_minus_phase0/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,3.0,0.082,384.0,1185,306,0.548639507294664,0.3269572810867655,0.5534605482356505,0.4542483660130719,0.33482142857142855,0.8064516129032258,0.3004694835680751,0.47318611987381703,64,149,18,75,0.548639507294664,0.3269572810867655,0.5239285173406028
Benchmarking/outputs/probes/radiodino_whole_raw_phases_fusion_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/radiodino/whole_raw_phases_fusion/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,0.001,0.59,1536.0,1185,306,0.5230955626230501,0.3416528353063173,0.5219597152809329,0.6633986928104575,0.375,0.16129032258064516,0.8826291079812206,0.22556390977443608,188,25,78,15,0.5230955626230501,0.3416528353063173,0.5238527941844616
Benchmarking/outputs/probes/radiodino_whole_subtractions_fusion_logreg,embedding_logistic_regression,./Benchmarking/outputs/manifests/mamamia_multiphase_foundation_manifest.csv,Benchmarking/outputs/embeddings/radiodino/whole_subtractions_fusion/patient_embeddings.csv,usable_for_whole_volume_benchmark,average_precision,10.0,0.96,1152.0,1185,306,0.5258215962441314,0.3538232926015317,0.5126457670755717,0.6209150326797386,0.3283582089552239,0.23655913978494625,0.7887323943661971,0.275,168,45,71,22,0.5258215962441314,0.3538232926015317,0.49833409056489475
